,credit_rating,debt_to_equity,energy_capacity,esg_rating,region,cash_flow_1,cash_flow_2,cash_flow_3
975,AAA,1.0929268520350852,46.21294977397063,24.378894106782568,Europe,32596.122462211588,39281.86660268985,45062.58307175885
976,BBB,1.9762882257757854,50.46685553034238,53.65237580629867,North America,40852.73081425996,55837.07313205937,70614.92713904467
977,AAA,0.5125101428083393,41.3105626922272,8.89850915440954,North America,33503.7530081243,35919.985101143844,37654.52884991946
978,AAA,0.83682566234623,29.638719504595258,7.0678716818606935,Europe,30231.16751076615,29225.59256429464,28566.078516524678
979,AAA,2.750163708870289,5.784131748452279,26.15014153461158,North America,24871.684349267307,35824.209110592965,47775.69496925706
980,AAA,1.9278408245340144,39.47274290997575,96.3090688761853,North America,39566.6657427284,51046.01184954137,60303.29643736897
981,B,0.9032922350961712,79.64728571933794,34.16638375161941,North America,48724.56103806476,60505.7928520749,0.0
982,BB,1.5870254469303724,26.00232364073648,10.499333873593963,Asia,54107.897977816465,51644.07489758193,49644.847879950365
983,AAA,1.0128778377127863,38.54920557994655,49.50225672966211,North America,26543.110224339554,29191.5696782643,31537.31722096259
984,AA,3.165536044603326,18.352114464969134,14.692245505727675,Europe,35788.936821389325,45966.824480349576,55466.30903030352
985,CCC,1.46260885101089,7.430968202301624,96.5918416063364,Europe,49981.754790132574,67102.5247843411,0.0
986,BBB,0.4121862680986781,23.990594011017098,46.488199077007486,North America,31590.14505441731,27811.100578395977,25439.918154059964
987,AAA,0.4628420570116425,6.409464792858318,55.04472979385985,North America,18125.78347744526,21215.15570923802,23366.938361364988
988,A,0.5064304260635993,18.333465677802753,9.79170719961262,North America,31083.513467030345,31826.451685577653,32272.196558344924
989,BBB,1.6756157545810435,49.80584327666927,72.75764981965847,South America,55284.27256144743,71658.37622181386,89385.78560220159
990,AAA,1.392248810879247,37.9588812317852,11.864324299892315,Europe,35792.19181454234,42090.610899971434,47326.147658461494
991,BBB,1.3525906036787552,46.46376915309184,2.377406894286438,North America,49246.07294002976,61546.61032890973,72861.37691699748
992,BBB,0.532282409902878,28.09984175978689,10.599172951133063,North America,37810.38575651952,31821.376000324424,29363.93009911084
993,AAA,1.3644515670301551,50.14356746883277,70.80871496027986,Europe,32412.59865393946,41989.07870500987,50351.608253657374
994,AAA,0.19015355058680639,24.57384597849624,46.870400630425145,Europe,22958.39602379263,20300.5320746282,16773.139814603728
995,CCC,0.8406472269029525,17.527648342772263,26.744812549573847,Europe,50876.51355393555,53549.21600401774,0.0
996,AAA,0.6323705123615146,18.241791367339495,94.68837521112187,Europe,25788.520417214615,27706.10052137894,27425.78524641637
997,AA,1.0861833806232986,23.294625506509213,25.456680587112647,North America,29631.86828495285,28941.56113157752,28827.2805420771
998,AAA,-0.19755187276036668,77.06538249652326,15.642535695826487,Asia,38988.65228521106,44413.99067137491,49565.59705100395
999,BBB,1.7505725529421055,35.59450795758164,81.14431719950598,North America,42696.69851130647,51474.69785192839,59105.8502588716
